Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2014-01-02,0.3739057779312134,0.3767348452778241,0.37060523683225094,0.37532031160451873,260092000
2014-01-03,0.3694266080856323,0.3753204537836779,0.36824783894602325,0.3746131866790978,259332000
2014-01-06,0.37437736988067627,0.3772064095916537,0.36966226622362436,0.37319857288836294,409492000
2014-01-07,0.3805069625377655,0.38192149648729795,0.37555614992253794,0.3781494246912568,333288000
2014-01-08,0.38569366931915283,0.38757970571123707,0.3805070622149024,0.38192159653498436,308192000
2014-01-09,0.37131258845329285,0.38050697511700843,0.3701338194910693,0.37979970811886055,292172000
2014-01-10,0.37084105610847473,0.37508462996724085,0.3675405142761393,0.37249135512871123,218492000
2014-01-13,0.362118124961853,0.3731985460950491,0.3614108580588692,0.3708410084878131,243332000
2014-01-14,0.37343424558639526,0.37414151236530435,0.36235379829296016,0.3640040968117681,241828000
2014-01-15,0.3774421811103821,0.37885671514758745,0.3734343721437266,0.375084643117753,175044000
2014-01-16,0.3786209225654602,0.37932818953261566,0.3757918828009062,0.3774421536548904,220652000
2014-01-17,0.3769705891609192,0.3831001977204261,0.37461305173096465,0.37862085974107473,340400000
2014-01-21,0.3783852458000183,0.3807427839959503,0.3743774364877484,0.3774422136592022,246076000
2014-01-22,0.3779136836528778,0.3795639545066459,0.3734343449308586,0.3790924525632932,337940000
2014-01-23,0.376499205827713,0.3807427801584339,0.37367016564192307,0.3767349708865588,185028000
2014-01-24,0.3668331801891327,0.3748488244794354,0.3668331801891327,0.37343429075053974,246696000
2014-01-27,0.36447572708129883,0.3720198431389496,0.36235392599678856,0.36683326510581904,233812000
2014-01-28,0.36801204085350037,0.3682478059018955,0.36235393262865406,0.3637684667108833,167996000
2014-01-29,0.36447572708129883,0.3687193011462493,0.36423996203721876,0.366597500061739,162944000
2014-01-30,0.3706052899360657,0.3713125568740622,0.3654186844601354,0.36659745332210747,202896000
2014-01-31,0.37013372778892517,0.37225550015362213,0.36518288813254973,0.36541862500414835,335348000
2014-02-03,0.36518293619155884,0.3731985529620251,0.3637684023595633,0.37272705105271514,431728000
2014-02-04,0.3673047423362732,0.3680120093167787,0.36306116855730836,0.36494720447063367,280692000
2014-02-05,0.3640041947364807,0.36589023061960113,0.36117512685976616,0.3647114617056593,214676000
2014-02-06,0.36871930956840515,0.36966231355812496,0.36400423341166455,0.36447573540652445,168380000
